bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten;admininstitution bfs code;Kostenbeitrag über Verbund / Zugehörigkeit;Kostenbeitrag über Uni/FH - Uni;Zugehörigkeit Institution;SAP - Name 1 (35 Zeichen);SAP - Name 2 (35 Zeichen);SAP - Name 3 (35 Zeichen);SAP - Name 4 (35 Zeichen)
E17;Lib4RI - Eawag-Empa, Dübendorf;Lib4RI - Eawag-Empa, Dübendorf;Überlandstrasse ;133;;8600;Dübendorf;ch;info@lib4ri.ch;Nunnenmacher;Lothar;Herr;Lothar.Nunnenmacher@lib4ri.ch;g;;;CH4RI;8043;direkt;Anzahl Aufnahmen;ja;450;900;900;;ja;;;;;;;;;;;;nein;BFK;nein;;47.4048301, 8.6096666;;;;;Lib4RI;;;
E18;ETH Zürich - GESS-Bibliothek; GESS-Bibliothek;Haldeneggsteig ;4;;8092;Zürich;ch;gessbib@library.ethz.ch;;;;;g;;;ETHKN;8044;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;47.3803892, 8.5445045;;;;ETH;;;;
E19;Schweizerisches Sozialarchiv, Zürich;Schweizerisches Sozialarchiv, Zürich;Stadelhoferstrasse ;12;;8001;Zürich;ch;kontakt@sozialarchiv.ch;Koller;Christian;Herr;koller@sozarch.uzh.ch;g;;;CHSOZ;8045;direkt;recherchierte BfS-Zahlen;ja;1389;2778;2778;;ja;;;;;;;;;;;;ja;;nein;;47.366825, 8.5475262;;;;;Schweizerisches Sozialarchiv;;;
E20;Schweizerisches Institut für Kunstwissenschaft, Zürich;Schweizerisches Institut für Kunstwissenschaft, Zürich;Zollikerstrasse ;32;;8032;Zürich;ch;sik@sik-isea.ch;Fischer;Regula;Frau;regula.fischer@sik-isea.ch;g;;;CHKUN;8046;direkt;recherchierte BfS-Zahlen;ja;530;1059;1059;;ja;;;;;;;;;;;;ja;;nein;;47.3622916, 8.5551808;;;;;SIK;;;
E21;Agroscope - Avenches, Liebefeld, Posieux;Bibliothek Agroscope;Standorte: Avenches, Liebefeld, Posieux;;;;;ch;;De la Combaz;Monique;Frau;monique.delacombaz@agroscope.admin.ch;f;;;CHFRA;8047;direkt;Anzahl Aufnahmen;offen;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothek Agroscope;;;
E22;ETH Zürich - Denkmalpflege und Bauforschung;ETH Zürich - Institut für Denkmalpflege und Bauforschung, Zürich;Wolfgang-Pauli-Str. ;27;;8093;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Institution;;;;;;;;;;;;;;;;;;;;;;;47.4102282, 8.5084168;;;;ETH;;;;
E23;Bibliothek Werner Oechslin, Einsiedeln; Stiftung Bibliothek Werner Oechslin, Einsiedeln;Luegeten ;11;;8840;Einsiedeln;ch;info@bibliothek-oechslin.ch;Heinrich;Monika;Frau;monika.heinrich@gta.arch.ethz.ch;g;;;CHOCH;8097;direkt;Anzahl Aufnahmen;ja;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;47.1251552, 8.7476266;;;;;Stiftung Bibliothek Werner Oechslin;;;
E25;BFH - Architektur, Holz und Bau, Biel;BFH - Architektur, Holz und Bau, Biel;Solothurnstrasse ;102;;2500;Biel;ch;bibliothek.ahb@bfh.ch;;;;;g;U5001_102;;CHBSB;8049;direkt;BfS-Zahlen;ja;230;460;460;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;BFH - Architektur, Holz und Bau;;;
E27;HTW Chur;Hochschule für Technik und Wirtschaft Chur;Pulvermühlestrasse ;57;;7004;Chur;ch;bibliothek@htwchur.ch;;;;;g;U5003_101;;CHHTW;8042;Über Institution;BfS-Zahlen;ja;707;1413;1413;;;;;;;;;;;;;;nein;BFK;;;46.8529094, 9.5126143;;BGR;;BGRKB;;;;
E28;ETH Zürich - GESS-Bibliothek;GESS-Bibliothek, Zürich;Haldeneggsteig ;4;;8092;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;47.3803892, 8.5445045;;;;ETH;;;;
E30;Uni Bern - Exakte Wissenschaften;Universität Bern, Bibliothek Exakte Wissenschaften;Sidlerstrasse ;5;;3012;Bern;ch;bewi@ub.unibe.ch;;;;;g;;;CHBEE;8050;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9513886, 7.4386061;U2002;;UNIBE;UNIBE;;;;
E32;Landesmuseum Zürich;Landesmuseum Zürich;Museumstrasse ;2;;8021;Zürich;ch;bibliothek@snm.admin.ch;Pedroia;Luciana;Frau;Doris.Haben@nationalmuseum.ch;g;;;CHLZU;8051;direkt;Anzahl Aufnahmen;ja;425;850;850;;ja;;;;;;;;;;;;ja;;nein;;47.3790236, 8.5410057;;;;;Landesmuseum Zürich;;;
E33;ETH Zürich - Chemie Biologie Pharmazie;Informationszentrum Chemie Biologie Pharmazie, Zürich;Vladimir-Prelog-Weg  ;10;;8093;Zürich;ch;infodesk@chem.ethz.ch;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4072248, 8.5085329;U2012;;ETH;ETH;;;;
E34;Biblioteca SUPSI, Manno;Biblioteca SUPSI, Manno;Galleria ;2;;6928;Manno;ch;segreteria@supsi.ch;;;;;i;;;CHSPI;8052;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.0235733, 8.9166046;U5002;;SUPSI;SUPSI;;;;
E39;FHNW - Pädagogik Solothurn; Pädagogische Hochschule FHNW PH Bibliothek, Solothurn;Obere Sternengasse ;7;;4502;Solothurn;ch;biblio.hepia@hesge.ch;Oberholzer;Mirjam;Frau;mirjam.oberholzer@fhnw.ch;g;U5005_109;;CHFNB;8048;direkt;BfS-Zahlen;ja;627;1254;1254;;ja;;;;;;;;;;;;nein;BFK;nein;;47.2128062, 7.5437432;;;;;Pädagogische Hochschule FHNW; PH Bibliothek;;
E41;hepia - Site Genève;hepia - Site Genève;Rue de la Prairie ;4;;1202;Genève;ch;biblio.hepia@hesge.ch;Pernier;Sandrine;Frau;sandrine.pernier@hesge.ch;f;U5006_113;;CHNED;8053;direkt;BfS-Zahlen;ja;333;667;667;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;hepia - Site Genève;;;
E42;MeteoSchweiz, Zürich; Die Bibliothek der MeteoSchweiz , Zürich;Krähbühlstrasse ;58;;8044;Zürich;ch;;Wanner Stamm;Daria;Frau;daria.wannerstamm@meteoswiss.ch;g;;;CHMSZ;8054;direkt;Freiwilliger Beitrag;ja;50;100;100;;nein;MeteoSchweiz / Bibliothek;c/o DLZ FI EFD;;REF-1012-10431;3003;Bern;ch;Wanner;Daria;;;ja;;nein;;;;;;;MeteoSchweiz;Bibliothek;;
E44;FHNW - Architektur, Bau und Geomatik, Muttenz;Fachhochschule Nordwestschweiz FHNW Hochschulbibliothek Muttenz;Gründenstrasse ;40;;4132;Muttenz;ch;bibliothek.muttenz@fhnw.ch;;;;;g;U5005_102;;CHFNB;8048;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;nein;BFK;;;47.5339211, 7.6385571;;;;FHNWCM;;;;
E45;Schweizerisches Institut für Kinder- und Jugendmedien, Zürich;Schweizerisches Institut für Kinder- und Jugendmedien-Bibliothek und Spyri-Archiv, Zürich;Georgengasse ;6;;8006;Zürich;ch;bibliothek@sikjm.ch;Pozzi;Chantal;Frau;chantal.pozzi@sikjm.ch;g;;;CHSIK;8056;direkt;recherchierte BfS-Zahlen;ja;107;213;213;;ja;;;;;;;;;;;;ja;;nein;;47.3845423, 8.539729;;;;;SIKJM;;;
E46;ETH Zürich - Fluiddynamik;Institut für Fluiddynamik, ETH Zürich;Sonneggstrasse ;3;;8092;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3779518, 8.5477486;U2012;;ETH;ETH;;;;
E48;FHNW - Life Sciences, Muttenz; Hochschulbibliothek Muttenz;Gründenstrasse ;40;;4132;Muttenz;ch;bibliothek.muttenz@fhnw.ch;;;;;g;;ja;;;Über Institution;;;;;;;;;;;;;;;;;;;;;;;47.5339211, 7.6385571;;;;FHNWCM;;;;
E50;FHNW - Bibliothek Olten;FHNW - Bibliothek Olten;Riggenbachstr. ;16;;4600;Olten;ch;bibliothek.olten@fhnw.ch;;;;;g;U5005_101;;CHFNB;8048;direkt;BfS-Zahlen;ja;1238;2477;2477;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;FHNW - Bibliothek Olten;;;
E51;ZHAW - Hochschulbibliothek Winterthur;ZHAW - Hochschulbibliothek Winterthur;Turbinenstrasse ;2;;8400;Winterthur;ch;winterthur.hsb@zhaw.ch;Giella;Wolfgang;Herr;wolfgang.giella@zhaw.ch;g;;;CHZPH;8055;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4965808, 8.7189091;U5007_106;;ZHAW;ZHAW;;;;
E52;ETH Zürich - GESS-Bibliothek;ETH Zürich - GESS-Bibliothek;Haldeneggsteig ;4;;8092;Zürich;ch;gessbib@library.ethz.ch;;;;;g;;;ETHKN;8044;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;47.3803892, 8.5445045;;;;ETH;;;;
E53;ETH Zürich - GESS-Bibliothek;;Haldeneggsteig ;4;;8092;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;;;;;ETH;;;;
E56;BFH - Technik und Informatik, Biel;Bibliothek Biel;Quellgasse ;21;;2502;Biel;ch;biblio.ti-bi@bfh.ch;;;;;g;U5001_101;;CHBSB;8049;direkt;BfS-Zahlen;ja;270;540;540;;ja;;;;;;;;;;;;nein;BFK;nein;;47.1423582, 7.2446924;;;;;Bibliothek Biel;;;
E57;ZHAW - Hochschulbibliothek Wädenswil;Hochschulbibliothek Wädenswil;Grüental;;;8820;Wädenswil;ch;waedenswil.hsb@zhaw.ch;Giella;Wolfgang;Herr;wolfgang.giella@zhaw.ch;g;;;CHZPH;8055;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.2182224, 8.6791989;U5007_106;;ZHAW;ZHAW;;;;
E59;BFH - Architektur, Holz und Bau / Technik und Informatik, Burgdorf;BFH Bern - Architektur, Holz und Bau / Technik und Informatik, Burgdorf;Pestalozzistr. ;20;;3400;Burgdorf;ch;biblio.ti-bu@bfh.ch;;;;;g;U5001_103;;CHBSB;8049;direkt;BfS-Zahlen;ja;222;444;444;;ja;;;;;;;;;;;;nein;BFK;nein;;52.4791848, 9.8819185;;;;;BFH Bern;Architektur, Holz und Bau / Technik und Informatik;;
E60;FHNW - Campusbibliothek Brugg-Windisch; Campusbibliothek Brugg-Windisch;Bahnhofstrasse ;6;;5210;Windisch;ch;bibliothek.windisch@fhnw.ch;Dahinden;Isabel;Frau;isabel.dahinden@fhnw.ch;g;U5005_105;;CHFNB;8048;direkt;BfS-Zahlen;ja;1682;3363;3363;;ja;;;;;;;;;;;;nein;BFK;nein;;47.4817164, 8.2113609;;;;;Campusbibliothek Brugg-Windisch;;;
E61;Hochschule für Technik und Architektur Freiburg;Hochschule für Technik und Architektur Freiburg;Boulevard de Pérolles;80;;1705;Fribourg;ch;biblio.eia-fr@hefr.ch;Bieri;Barbara;Frau;Barbara.Bieri@hefr.ch;f;U5006_110;;CHNED;8053;direkt;BfS-Zahlen;ja;277;554;554;;ja;;;;;;;;;;;;nein;BFK;nein;;46.7928438, 7.1599295;;;;;Hochschule für Technik;und Architektur;;
E62;Haute école d'ingénierie et de gestion du canton de Vaud, Yverdon;Haute école d'ingénierie et de gestion du canton de Vaud, Yverdon;Route de Cheseaux ;1;;1401;Yverdon-les-Bains;ch;biblio@heig-vd.ch;Zuber;Tania;Frau;tania.zuber@heig-vd.ch;f;U5006_114;;CHNED;8053;direkt;BfS-Zahlen;ja;277;554;554;;ja;;;;;;;;;;;;nein;BFK;nein;;46.7793801, 6.6594976;;;;;Haute école d'ingénierie;et de gestion du canton de Vaud;;
E63;HES-SO Valais - Haute Ecole d'Ingénierie de Sion; HES-SO Valais/Wallis - Haute Ecole d'Ingénierie;Rte du Rawyl ;47;;1950;Sion;ch;biblio@hevs.ch;Villettaz;Karine;Frau;karine.villettaz@hevs.ch;f;U5006_115;;CHNED;8053;direkt;BfS-Zahlen;ja;99;199;199;;ja;;;;;;;;;;;;nein;BFK;nein;;46.2410476, 7.3604323;;;;;HES-SO Valais/Wallis;Haute Ecole d'Ingénierie;;
E64;ETH Zürich - Mathematik;ETH Zürich - Mathematik-Bibliothek;Rämistrasse ;101;;8092;Zürich;ch;mathbib@math.ethz.ch;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3765359, 8.5480928;U2012;;ETH;ETH;;;;
E65;Zürcher Hochschule der Künste (ZHdK MIZ);Zürcher Hochschule der Künste - Medien- und Informationszentrum MIZ;Toni-Areal, Pfingstweidstrasse ;96;;8005;Zürich;ch;miz.info@zhdk.ch;Melissen;Jan;Herr;jan.melissen@zhdk.ch;g;U5007_107;;CHZHK;8116;direkt;BfS-Zahlen;ja;2063;4126;4126;;ja;;;;;;;;Welti;Simone;Frau;simone.welti@zhdk.ch;nein;BFK;nein;;47.3902399, 8.5112457;;;;;ZHdK;Medien- und Informationszentrum;;
E67;hepia - Site Lullier, Jussy;hepia - Site Lullier, Jussy;Route de Presinge ;150;;1254;Jussy;ch;biblio.hepia@hesge.ch;Pernier;Sandrine;Frau;sandrine.pernier@hesge.ch;f;U5006_133;;CHNED;8053;direkt;BfS-Zahlen;ja;197;393;393;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;hepia - Site Lullier;;;
E68;HE-Arc - Ingénierie, Neuchâtel;HE-ARC - Ingénierie, Neuchâtel;Espace de l'Europe ;11;;2000;Neuchâtel;ch;biblio-ing@he-arc.ch;;;;;f;U5006_117;;CHNED;8053;direkt;BfS-Zahlen;ja;144;288;288;;ja;;;;;;;;;;;;nein;BFK;nein;;46.9976485, 6.9387246;;;;;HE-ARC - Ingénierie, Neuchâtel;;;
E71;BFH - Agrar-, Forst- und Lebensmittelwiss., Zollikofen;BFH Bern - Agrar-, Forst- und Lebensmittelwiss., Zollikofen;Länggasse ;85;;3052;Zollikofen;ch;biblio.hafl@bfh.ch;Zimmer;David;Herr;david.zimmer@bfh.ch;g;U5001_109;;CHBSB;8049;direkt;BfS-Zahlen;ja;311;623;623;;ja;;;;;;;;;;;;nein;BFK;nein;;46.9918182, 7.4680395;;;;;BFH Bern;Agrar-, Forst- und Lebensmittelwiss;;
E72;ETH Zürich - Informatik-Bibliothek;ETH Zürich - Informatik-Bibliothek;Haldeneggsteig ;4;;8092;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3803892, 8.5445045;U2012;;ETH;ETH;;;;
E73;ETH Zürich - Thomas-Mann-Archiv;;Schönberggasse ;15;;8001;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2012;;ETH;ETH;;;;
E74;Ecole hôtelière de Lausanne;Ecole hôtelière de Lausanne;Route de Cojonnex ;18;;1000;Lausanne;ch;bibliotheque@ehl.ch;Walker;Christine;Frau;christine.walker@ehl.ch;f;U5006_120;;CHNED;8053;direkt;BfS-Zahlen;ja;329;658;658;;ja;;;;;;;;;;;;nein;BFK;nein;;46.5607718, 6.6828574;;;;;Ecole hôtelière de Lausanne;;;
E75;FHNW - Mediathek HGK, Münchenstein;Fachhochschule Nordwestschweiz, Hochschule für Gestaltung und Kunst, Mediathek;Freilager-Platz ;1;;4142;Münchenstein;ch;mediathek.hgk@fhnw.ch;Lurk;Tabea;Frau;tabea.lurk@fhnw.ch;g;U5005_103;;CHFNB;8048;direkt;BfS-Zahlen;ja;298;595;595;;ja;;;;;;;;;;;;nein;BFK;nein;;47.5329654, 7.6101048;;;;;FHNW HGK;Mediathek;;
E76;ETH Zürich - Graphische Sammlung;Graphische Sammlung der ETH, Zürich;Rämistrasse ;101;;8092;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3765359, 8.5480928;U2012;;ETH;ETH;;;;
E79;ETH Zürich - Geschichte und Theorie der Architektur;Institut für Geschichte und Theorie der Architektur (gta);Wolfgang Pauli-Strasse ;15;;8093;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4083349, 8.5069345;U2012;;ETH;ETH;;;;
E83;EPFL Lausanne - Swiss Plasma Center (SPC);Swiss Plasma Center EPFL;EPFL SB CRPP, Station ;13;;1015;Lausanne;ch;;;;;;f;;;EPFLB;8041;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.5196535, 6.6322734;U2006;;EPFL;EPFL;;;;
E85;ZHAW - Soziale Arbeit, Dübendorf;ZHAW - Soziale Arbeit, Dübendorf;Auenstrasse ;10;;8600;Dübendorf;ch;;;;;;g;;ja;;;Über Institution;;;;;;;;;;;;;;;;;;;;;;;;;;;ZHAW;;;;
E87;ZHAW - Linguistik, Winterthur (geschlossen) -x;ZHAW Bibliothek Linguistik;Theaterstrasse;15c;;8401;Winterthur;ch;;;;;;g;;ja;;;Keine Verrechnung;;;;;;0 Treffer;;;;;;;;;;;;;;;;;;;;;;;;;
E88;infoDoc RADIX, Zürich;infoDoc RADIX, Zürich;Stampfenbachstrasse ;161;;8006;Zürich;ch;infodoc@radix.ch;Morosoli;Diego;Herr;morosoli@radix.ch;g;;;CHIDG;8057;direkt;Freiwilliger Beitrag;ja;50;0;0;Bibliothek schliesst 2018;ja;;;;;;;;;;;;ja;;nein;;47.3877229, 8.5392719;;;;;infoDoc RADIX;;;
E89;ETH Zürich - Agrarwirtschaft (geschlossen) -x;ETH Zürich - Institut für Agrarwirtschaft;Sonneggstrasse ;33;;8092;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3800272, 8.546166;U2012;;ETH;ETH;;;;
E92;EPFL Lausanne - Laboratoires;EPFL Lausanne - Laboratoires;Rolex Learning Center, Station ;20;;1015;Lausanne;ch;;;;;;f;;;EPFLB;8041;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.5196535, 6.6322734;U2006;;EPFL;EPFL;;;;
E95;Schweizerische Nationalbank, Zürich;Bibliotheken der Schweizerischen Nationalbank, Zürich;Fraumünsterstrasse ;8;;8001;Zürich;ch;library@snb.ch;Simonin;Agnes;Frau;agnes.simonin@snb.ch;g;;;CHSNB;8058;direkt;Anzahl Aufnahmen;ja;250;500;500;;ja;;;;;;;;;;;;ja;;nein;;47.367939, 8.5413041;;;;;Schweizerische Nationalbank;Bibliothek;;
E96;Schweizerische Nationalbank, Bern;Bibliotheken der Schweizerischen Nationalbank, Bern;Bundesplatz ;1;;3003;Bern;ch;library@snb.ch;Simonin;Agnes;Frau;agnes.simonin@snb.ch;g;;;CHSNB;8058;direkt;Anzahl Aufnahmen;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.9471068, 7.4449111;;;;;Schweizerische Nationalbank;Bibliothek;;
E97;ZHAW - Hochschulbibliothek Zürich;ZHAW - Hochschulbibliothek Zürich;Toni-Areal, Pfingstweidstrasse ;96;;8005;Zürich;ch;zuerich.hsb@zhaw.ch;Giella;Wolfgang;Herr;wolfgang.giella@zhaw.ch;g;;;CHZPH;8055;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3902399, 8.5112457;U5007_106;;ZHAW;ZHAW;;;;
E98;ETH Zürich - GESS-Bibliothek;ETH Zürich - GESS-Bibliothek;Haldeneggsteig ;4;;8092;Zürich;ch;;;;;;g;;;ETHKN;8044;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;47.3803892, 8.5445045;;;;ETH;;;;
E99;Hochschule für Technik Rapperswil (HSR);HSR Hochschule für Technik Rapperswil Bibliothek;Oberseestrasse ;10;;8640;Rapperswil;ch;bibliothek@hsr.ch;Müller;Elisabeth;Frau;elisabeth.mueller@hsr.ch;g;U5003_103;;CHHTW;8042;direkt;BfS-Zahlen;ja;454;907;907;;ja;;;;;;;;;;;;nein;BFK;nein;;47.2230647, 8.8165114;;;;;HSR Hochschule für Technik;Bibliothek;;
ebramuz;Bibliothèque scolaire EPS Ramuz et EP Entre-Bois, Lausanne;Bibliothèque scolaire EPS C.F. Ramuz et EP Entre-Bois;Chemin d'Entre-Bois ;10;;1018;Lausanne;ch;;Tissot;Lucille;Frau;lucille.tissot@lausanne.ch;f;;nein;;;direkt;Anzahl Aufnahmen;nein;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;;;;;;EPS C.F. Ramuz et EP Entre-Bois;Bibliothèque scolaire ;;
echa;Centre de documentation scolaire et Bibliothèque régionale d'Echallens;CDSC et BRE, Echallens;Ch. du Grand-Record;50B;;1040;Echallens;ch;bibliotheque.cdsc@vd.ch;;;;;f;U6562;nein;;;direkt;BfS-Zahlen;nein;273;546;546;;ja;;;;;;;;;;;;ja;;nein;;;;;;;CDSC et BRE;;;
ECOD;e-codices - Virtuelle Handschriftenbibliothek der Schweiz;e-codices;Rue de l'Hôpital ;4;;1704;Fribourg;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;46.8058481, 7.1541662;;;;;;;;
ecub;Bibliothèque scolaire d'Ecublens;Bibliothèque scolaire d'Ecublens;Route du Bois ;6;;1024;Ecublens;ch;biblio@ecublens.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque scolaire d'Ecublens;;;
EDOC;edoc - Institutional Repository University of Basel;edoc - Institutional Repository University of Basel;Schönbeinstr.;18-20;;4055;Basel;ch;openaccess@unibas.ch;;;;;g;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eesp;Haute école de travail social et de la santé (EESP), Lausanne;Haute école de travail social et de la santé (Vaud);Ch. des Abeilles ;14;;1010;Lausanne;ch;biblio@eesp.ch;Longchampreuge;Joëlle;Frau;joelle.longchampreuge@eesp.ch;f;U5006_105;nein;;;direkt;BfS-Zahlen;ja;361;722;722;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;Haute école de travail social;et de la santé;;
els;Haute école de la santé La Source - Centre de documentation, Lausanne; Haute école de la santé La Source;Av. Vinet ;30;;1004;Lausanne;ch;cedoc@ecolelasource.ch;Kiszio;Blanche;Frau;b.kiszio@ecolelasource.ch;f;U5006_107;nein;;;direkt;BfS-Zahlen;ja;252;504;504;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;; Haute école de la santé La Source;;;
elysee;Etablissement primaire et secondaire de l'Elysée, Lausanne;Etablissement primaire et secondaire de l'Elysée, Lausanne;Avenue de l'Elysée ;6;;1006;Lausanne;ch;elysee@lausanne.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Etablissement primaire & secondaire;de l'Elysée;;
epm;Ecole professionnelle de Montreux, Clarens;Bibliothèque de l'Ecole Professionnelle de Montreux : Boulangerie-Pâtisserie-Confiserie;Av. Rousseau ;3;;1815;Clarens;ch;epmbiblio@bluewin.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Ecole Professionnelle de Montreux;Bibliothèque;;
epsic;Médiathèque EPSIC, Lausanne;Ecole professionnelle EPSIC, Médiathèque;Rue de Genève ;63;;1004;Lausanne;ch;mediatheque@epsic.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Ecole professionnelle EPSIC;Médiathèque;;
eracom;eracom, Lausanne;Bibliothèque Eracom, Lausanne;Rue de Genève ;55;;1004;Lausanne;ch;bibliotheque@eracom.ch;;;;;f;;nein;;;Keine Verrechnung;;;;;;0 Treffer;;;;;;;;;;;;;;;;;;;;;;;;;
eracomr;eracom - César-Roux, Lausanne;Bibliothèque Eracom César-Roux, Lausanne;Rue Dr. César-Roux ;2;;1005;Lausanne;ch;bibliotheque@eracom.ch;;;;;f;;nein;;;Keine Verrechnung;;;;;;0 Treffer;;;;;;;;;;;;;;;;;;;;;;;;;
etml;Bibliothèque de l'ETML, Lausanne;Bibliothèque de l'ETML;Rue de Sébeillon;12;;1004;Lausanne;ch;biblio.etml@vd.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque de l'ETML;;;
etoy;Médiathèque d'Etoy;Médiathèque d'Etoy;Chemin des Communaux ;1;;1163;Etoy;ch;mediatheque@etoy.ch;;;;;f;U6607;nein;;;direkt;BfS-Zahlen;offen;139;277;277;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Médiathèque d'Etoy;;;
eysins;Bibliothèque scolaire ESEP, Crassier;Bibliothèque scolaire ESEP;ES Elisabeth de Portes;;;1262;Eysins;ch;bibliotheque@esep.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque scolaire ESEP;;;
FHBE;BFH - Online;;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;;;;;;;;;;;;;;;;;;;;;;;;;
FHCH;FH Schweiz - Online;FH Schweiz - Online;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FLAKU;Amt für Kultur, Vaduz;Amt für Kultur, Bibliothek;Peter-Kaiser-Platz ;2;;9490;Vaduz;li;info.aku@llv.li;Büchel;Thomas;Herr;Thomas.Buechel@llv.li;g;;;LIBIB;8098;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Amt für Kultur;Bibliothek;;
FLAUS;Amt für Umweltschutz, Vaduz;Amt für Umweltschutz, Bibliothek;Dr. Grass-Strasse ;12;;9490;Vaduz;li;info.au@llv.li;;;;;g;;;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Amt für Umweltschutz;Bibliothek;;
