bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten
ecub;Bibliothèque scolaire d'Ecublens;Bibliothèque scolaire d'Ecublens;Route du Bois ;6;;1024;Ecublens;ch;biblio@ecublens.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
EDOC;edoc - Institutional Repository University of Basel;edoc - Institutional Repository University of Basel;Schönbeinstr.;18-20;;4055;Basel;ch;openaccess@unibas.ch;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
eesp;Haute école de travail social et de la santé (EESP), Lausanne;Haute école de travail social et de la santé (Vaud);Ch. des Abeilles ;14;;1010;Lausanne;ch;biblio@eesp.ch;Longchampreuge;Joëlle;Frau;joelle.longchampreuge@eesp.ch;f;U5006_105;nein;;;direkt;BfS-Zahlen;ja;361;722;722;;ja;;;;;;;;;;;;nein;BFK;nein;;
els;Haute école de la santé La Source - Centre de documentation, Lausanne; Haute école de la santé La Source;Av. Vinet ;30;;1004;Lausanne;ch;cedoc@ecolelasource.ch;Kiszio;Blanche;Frau;b.kiszio@ecolelasource.ch;f;U5006_107;nein;;;direkt;BfS-Zahlen;ja;252;504;504;;ja;;;;;;;;;;;;nein;BFK;nein;;
elysee;Etablissement primaire et secondaire de l'Elysée, Lausanne;Etablissement primaire et secondaire de l'Elysée, Lausanne;Avenue de l'Elysée ;6;;1006;Lausanne;ch;elysee@lausanne.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
epm;Ecole professionnelle de Montreux, Clarens;Bibliothèque de l'Ecole Professionnelle de Montreux : Boulangerie-Pâtisserie-Confiserie;Av. Rousseau ;3;;1815;Clarens;ch;epmbiblio@bluewin.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
epsic;Médiathèque EPSIC, Lausanne;Ecole professionnelle EPSIC, Médiathèque;Rue de Genève ;63;;1004;Lausanne;ch;mediatheque@epsic.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;
eracom;eracom, Lausanne;Bibliothèque Eracom, Lausanne;Rue de Genève ;55;;1004;Lausanne;ch;bibliotheque@eracom.ch;;;;;f;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;
eracomr;eracom - César-Roux, Lausanne;Bibliothèque Eracom César-Roux, Lausanne;Rue Dr. César-Roux ;2;;1005;Lausanne;ch;bibliotheque@eracom.ch;;;;;f;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;
etml;Bibliothèque de l'ETML, Lausanne;Bibliothèque de l'ETML;Rue de Sébeillon;12;;1004;Lausanne;ch;biblio.etml@vd.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
etoy;Médiathèque d'Etoy;Médiathèque d'Etoy;Chemin des Communaux ;1;;1163;Etoy;ch;mediatheque@etoy.ch;;;;;f;U6607;nein;;;direkt;BfS-Zahlen;offen;139;277;277;;ja;;;;;;;;;;;;ja;;nein;;
eysins;Bibliothèque scolaire ESEP, Crassier;Bibliothèque scolaire ESEP;ES Elisabeth de Portes;;;1262;Eysins;ch;bibliotheque@esep.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FHBE;BFH - Online;;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;
FLAKU;Amt für Kultur, Vaduz;Amt für Kultur, Bibliothek;Peter-Kaiser-Platz ;2;;9490;Vaduz;li;info.aku@llv.li;Büchel;Thomas;Herr;Thomas.Buechel@llv.li;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;
FLAUS;Amt für Umweltschutz, Vaduz;Amt für Umweltschutz, Bibliothek;Dr. Grass-Strasse ;12;;9490;Vaduz;li;info.au@llv.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLAVW;Amt für Volkswirtschaft, Schaan;Amt für Volkswirtschaft, Bibliothek;Haus der Wirtschaft, Poststrasse ;1;;9494;Schaan;li;info@avw.llv.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLDSS;Datenschutzstelle, Vaduz;Datenschutzstelle, Bibliohtek;Kirchstrasse ;8;;9490;Vaduz;li;info.dss@llv.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
fleuret;Fondation Edouard Fleuret, Lausanne;Fondation Edouard Fleuret  Internef;Bâtiment Internef;;;1015;Lausanne;ch;bibliotheque@fondation-fleuret.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
FLFHL;Universität Liechtenstein, Vaduz;Universität Liechtenstein, Bibliothek;Fürst-Franz-Josef-Strasse;;;9490;Vaduz;li;bibliothek@uni.li;Trottmann;Philipp;Herr;philipp.trottmann@uni.li;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;nein;BFK;nein;;
FLFMA;Finanzmarktaufsicht Liechtenstein, Vaduz;Finanzmarktaufsicht Liechtenstein, Bibliothek;Heiligkreuz ;8;;9490;Vaduz;li;info@fma-li.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLGBA;Schul- und Gemeindebibliothek Balzers;Schul- und Gemeindebibliothek Balzers;Schulstrasse ;1;;9496;Balzers;li;info@bibliothek-balzers.li;Vogt;Roswitha;Frau;Vogt.Roswitha1@schulen.li;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;nein;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;
FLGMA;Gemeindebibliothek Mauren;Gemeindebibliothek Mauren;Peter- und Paul-Str. ;33;;9493;Mauren;li;bibliothek@mauren.li;;;;;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;nein;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
FLGRU;Schulbibliothek Ruggell;Schulbibliothek Ruggell;Nellengasse ;40;;9491;Ruggell;li;bibliothek.ruggell@schulen.li ;Hassler;Margrit;Frau;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;nein;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLGSB;Bibliothek und Archiv Schellenberg;Schulbibliothek Primarschule;Dorf ;43;;9488;Schellenberg;li;bibliothek.schellenberg@schulen.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLGTB;Walserbibliothek Triesenberg;Walserbibliothek Triesenberg;Rotenbodenstrasse ;12;;9497;Triesenberg;li;info@triesenberg.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLHV;Historischer Verein für das Fürstentum Liechtenstein;Bibliothek des Historischen Vereins für das Fürstentum Liechtenstein;Plankner Strasse ;39;;9494;Schaan;li;info@historischerverein.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLIAP;Internationale Akademie für Philosophie, Bendern;Internationale Akademie für Philosophie;Fürst-Franz-Josef-Strasse;19;;9493;Mauren;li;biblio@iap.li;Hager-Hämmerle;Doris;Frau;dhager@iap.li;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;nein;BFK;nein;;
FLKML;Kunstmuseum Liechtenstein, Vaduz;Bibliothek des Kunstmuseums Liechtenstein;Städtle ;32;;9490;Vaduz;li;mail@kunstmuseum.li;Hemmer;Robin;Herr;robin.hemmer@kunstmuseum.li;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
FLKSL;Kulturstiftung Liechtenstein, Vaduz;Kulturstiftung Liechtenstein;St. Florinsgasse ;3;;9490;Vaduz;li;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;
FLLB;Liechtensteinische Landesbibliothek, Vaduz;Liechtensteinische Landesbibliothek;Gerberweg ;5;;9490;Vaduz;li;info@landesbibliothek.li;Oehry;Wilfried;Herr;Wilfried.Oehry@landesbibliothek.li;g;;ja;LIBIB;8098;direkt;recherchierte BfS-Zahlen;ja;1120;2241;2241;;ja;;;;;;;;;;;;ja;;nein;;
FLLG;Fürstliches Landgericht, Vaduz;Fürstliches Landgericht, Bibliothek;Spaniagasse ;1;;9490;Vaduz;li;;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLLIN;Liechtenstein-Institut, Bendern;Liechtenstein-Institut, Bibliothek;St. Luziweg ;2;;9487;Bendern;li;biblio@liechtenstein-institut.li;Schuster;Cornelia;Frau;cornelia.schuster@liechtenstein-institut.li;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
FLLM;Landesmuseum Vaduz;Landesmuseum Vaduz;Städtle ;43;;9490;Vaduz;ch;info@landesmuseum.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLRB;Regierungsbibliothek, Vaduz;Regierungsbibliothek;Peter-Kaiser-Platz ;2;;9490;Vaduz;li;info.rdr@llv.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLSCG;Stabsstelle für Chancengleichheit, Vaduz;Stabsstelle für Chancengleichheit;Städtle ;38;;9490;Vaduz;li;info.scg@llv.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLSTV;Steuerverwaltung, Vaduz;Steuerverwaltung, Bibliothek;Lettstrasse ;37;;9490;Vaduz;li;info.stv@llv.li;;;;;g;;ja;LIBIB;8098;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;
FLSZM;Schulzentrum Mühleholz, Vaduz;Schulzentrum Mühleholz;Marianumstrasse ;45;;9490;Vaduz;li;bibliothek.szm@schulen.li;Oehri;Ursula;Frau;Oehri.Ursula@schulen.li;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;nein;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;
FLSZU;Schulzentrum Eschen;Schul- und Gemeindebibliothek;Fronagass ;16;;9492;Eschen;ch;bibliothek.szu@schulen.li;;;;;g;;ja;LIBIB;8098;direkt;Anzahl Aufnahmen;nein;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;
FREE;Freier Zugang - Online;;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
FSCMH;Fondo Sasso Corbaro Medical Humanities/Osp.civico Lugano;Fondo Sasso Corbaro Medical Humanities/Osp.civico Lugano;Via Tesserete ;46;;6900;Lugano;ch;fondazione@sasso-corbaro.ch;;;;;i;;ja;CHSBT;8023;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.0180232, 8.9527596
GBC;Gewerbliche Berufsschule Chur;Gewerbliche Berufsschule Chur (GBC);Scalettastrasse ;33;;7000;Chur;ch;mediothek@gbchur.ch;;;;;g;;ja;CHKBG;8094;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;;;46.8559121, 9.5246408
geno;Médiathèque scolaire de Genolier;BIBLIOTHÈQUES SCOLAIRES VAUDOISES DGEO  Médiathèque scolaire de Genolier et environs;Chemin de la Brégantenaz ;11;;1272;Genolier;ch;mediatheque@epsge.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
gland;Bibliothèque communale et scolaire de Gland;Bibliothèque communale et scolaire de Gland;Rue du Collège ;1;;1196;Gland;ch;bibliotheque.communale@gland.ch;;;;;f;U4115;nein;;;direkt;BfS-Zahlen;offen;312;623;623;;ja;;;;;;;;;;;;ja;;nein;;
GLG;Stabsstelle für Chancengleichheit von Frau und Mann, Chur;Stabsstelle für Chancengleichheit von Frau und Mann (GLG);Loëstr. ;37;;7000;Chur;ch;info@chancengleichheit.gr.ch;;;;;g;;ja;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.8551359, 9.538137
HAN001;Uni Bern - Archiv und Sammlung Rorschach;Archiv und Sammlung Rorschach;Bühlstrasse ;26;;3012;Bern;ch;;;;;;g;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;46.9514332, 7.4298443
hesav;Haute école de santé Vaud (HESAV), Lausanne;Haute Ecole de Santé Vaud - HESAV (HESAV);Av. de Beaumont ;21;;1011;Lausanne;ch;biblio@hesav.ch;Breaud;Anne;Frau;Anne.BREAUD@hesav.ch;f;U5006_106;nein;;;direkt;BfS-Zahlen;ja;331;661;661;;ja;;;;;;;;;;;;nein;BFK;nein;;
hetsr;Haute école de théâtre de Suisse romande, Lausanne;Haute école de théâtre de Suisse romande, Lausanne;Rue Grand-Pré ;5;;1007;Lausanne;ch;;Jaquet;Christoph;Herr;christophe.jaquet@manufacture.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;
HFGS;Höhere Fachschule Gesundheit und Soziales, Aarau;Höhere Fachschule Gesundheit und Soziales, Bibliothek;Südallee ;22;;5001;Aarau;ch;hfgs@ag.ch ;;;;;g;;ja;CHAKB;8095;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;47.3876155, 8.062759
HFHGE;FHS St. Gallen - Gesundheit;;Tellstrasse ;2;;9001;St. Gallen;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;47.4255628, 9.3710104
HFHS;FHS St. Gallen;FHS St.Gallen, Bibliothek;Rosenbergstrasse ;59;;9001;Rosenbergstrasse 59;ch;bibliothek@fhsg.ch;Oberholzer;Lisa;Frau;lisa.oberholzer@fhsg.ch;g;U5003_102;ja;CHFOS;8061;direkt;BfS-Zahlen;ja;385;770;770;;ja;;;;;;;;;;;;nein;BFK;nein;;47.4222155, 9.3655068
HFHSA;FHS St. Gallen - Soziale Arbeit, Rorschach;;Industriestrasse ;35;;9401;Rorschach;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;47.4752321, 9.4841364
HFR;Uni St. Gallen - Forschungsgemeinschaft für Rechtswissenschaft;Universität St.Gallen, FR Forschungsgemeinschaft für Rechtswissenschaft, FR Bibliothek;Tigerbergstrasse ;21;;9000;St. Gallen;ch;;;;;;g;;ja;CHUGI;8059;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.4284982, 9.3730129
HIVW;Uni St. Gallen - Versicherungswirtschaft;Universität St. Gallen, IVW Institut für Versicherungswirtschaft, IVW Bibliothek;Kirchlistrasse ;2;;9010;St. Gallen;ch;;;;;;g;;ja;CHUGI;8059;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.439973, 9.3802991
HIWI;Uni St. Gallen - Wirtschaftinformatik;Universität St.Gallen, IWI Institut für Wirtschaftinformatik, IWI Bibliothek;Müller-Friedberg-Str. ;8;;9000;St. Gallen;ch;;;;;;g;;ja;CHUGI;8059;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.428243, 9.3751791
HIWP;Uni St. Gallen - Wirtschaftpädagogik;Universität St.Gallen, IWP Institut für Wirtschaftpädagogik, IWP Bibliothek;Dufourstrasse;40a;;9000;St. Gallen;ch;;;;;;g;;ja;CHUGI;8059;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.4329121, 9.3764483
HKMU;Uni St. Gallen - Schweizerisches Institut für Klein- und Mittelunternehmen;Universität St.Gallen, KMU Schweizerisches Institut für Klein- und Mittelunternehmen, KMU Bibliothek;Dufourstrasse;40a;;9000;St. Gallen;ch;;;;;;g;;ja;CHUGI;8059;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.4329121, 9.3764483
HM999;Haute École de Musique de Lausanne - Bibliothek fehlt;HEMU;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
HMA;Museum Aargau, Schloss Lenzburg;Museum Aargau Schloss Lenzburg;Schloss Lenzburg;;;5600;Lenzburg;ch;schlosslenzburg@ag.ch;;;;;g;;ja;CHAKB;8095;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;;;47.387715, 8.1856295
HMLE;Uni St. Gallen - Master in Law and Economics;;Guisanstrasse ;36;;9000;St. Gallen;ch;;;;;;g;;ja;CHUGI;8059;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
HPHG;PH St.Gallen - Mediathek Gossau;Pädagogische Hochschule St.Gallen, Mediathek Gossau;Seminarstrasse ;7;;9200;Gossau;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPKS;8101;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.4098745, 9.2526739
HPHNN;PH St.Gallen - Medienkisten (RDZ, Stella Maris, Gossau);;;;;;;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
HPHOL;PH St.Gallen - Online;;;;;;;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPHS;8103;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
HPHRM;PH St.Gallen - Mediathek Mariaberg;Pädagogische Hochschule St.Gallen, Mediathek Mariaberg;Seminarstrasse ;27;;9400;Rorschach;ch;;;;;;g;;ja;CHPHM;8102;Über Leitbibliothek;;;;;;;ja;;;;;;;;;;;;;;;;47.4726127, 9.4948635
HPHRS;PH St.Gallen - Mediathek Stella Maris, Rorschach;Pädagogische Hochschule St.Gallen, Mediathek Stella Maris;Müller-Friedbergstr. ;34;;9400;Rorschach;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPHS;8103;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.4739691, 9.5015509
HPHS;PH St.Gallen - Mediathek Hadwig;Pädagogische Hochschule St.Gallen, Mediathek Hadwig;Notkerstrasse ;27;;9000;St. Gallen;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPHH;8104;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.4303641, 9.3824544
HPL;Hochschulen Physiotherapie Landquart ;Hochschulen Physiotherapie Landquart;Weststrasse;8;;7302;Landquart;ch;bibliothek.deass@supsi.ch;;;;;g;;ja;CHKBG;8094;Keine Verrechnung;;;;;;ist neu N13;ja;;;;;;;;;;;;;;;;
HRDZJ;PH St.Gallen - RDZ Rapperswil-Jona;Pädagogische Hochschule St.Gallen, RDZ Rapperswil-Jona;St. Gallerstrasse ;23;;8645;Jona;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPHJ;8105;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.2300998, 8.8359087
HRDZS;PH St.Gallen - RDZ Sargans;Pädagogische Hochschule St.Gallen,  Regionales Didaktisches Zentrum Sargans;Grossfeldstr. ;72;;7320;Sargans;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPHA;8106;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.0474606, 9.4345606
HRDZW;PH St.Gallen - RDZ Wattwil;Pädagogische Hochschule St.Gallen,  Regionales Didaktisches Zentrum Wattwil;Volkshausstrasse ;23;;9630;Wattwil;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPHW;8107;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.3004207, 9.0885553
HRPMA;PH St.Gallen - RPM Altstätten;Pädagogische Hochschule St.Gallen, Religionspädagogische Medienstelle (RPM) Altstätten;Klausstrasse ;10;;9540;Altstätten;ch;mediathek@phsg.ch;Scherer-Hug;August;Herr;August.Scherer-Hug@phsg.ch;g;;ja;CHPHL;8108;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.3763327, 9.5423681
HSG;Uni St. Gallen - HSG-Bibliothek;Universität St.Gallen, Bibliothek;Dufourstrasse ;50;;9000;St. Gallen;ch;bibliothek@unisg.ch;;;;;g;;ja;H9G;8063;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;47.4316114, 9.374611
HTW;HTW Chur;;Comercialstr. ;22;;7000;Chur;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;ja;;;;;;;;;;;;;;;;46.8475682, 9.5099165
HVMSG;Historisches und Völkerkundemuseum, St. Gallen;Bibliothek Historisches und Völkerkundemuseum, St. Gallen;Museumstrasse ;50;;9000;St. Gallen;ch;info@hmsg.ch;;;;;g;;ja;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4286012, 9.3829601
ibcm;Uni Lausanne - Neurosciences fondamentales;Département des neurosciences fondamentales;Rue du Bugnon ;9;;1005;Lausanne;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
idheap;Uni Lausanne - IDHEAP;Institut de hautes études en administration publique IDHEAP  Bibliothèque;Quartier UNIL-Mouline;;;1015;Lausanne;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
idmont;Médiathèque de l'EPS Isabelle-de-Montolieu, Lausanne;Médiathèque de l'EPS Isabelle-de-Montolieu;Ch. des Abeilles ;11;;1010;Lausanne;ch;biblio@montolieu.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;nein;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;
IGE;Eidg. Institut für geistiges Eigentum, Bern;Eidgenössisches Institut für Geistiges Eigentum, Bibliothek;Stauffacherstrasse;65/59g;;3003;Bern;ch;biblio@ipi.ch;;;;;g;;nein;;;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;46.966327, 7.4555651
ist;CHUV - Santé au travail (IST), Epalinges;Institut universitaire romand de santé au travail (IST);Route de la Corniche ;2;;1066;Epalinges;ch;biblio@i-s-t.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;nein;BFK;nein;;
IUFFP;EHB Lugano; Istituto universitario federale per la formazione professionale IUFFP;Via Besso;84/86;;6900;Lugano;ch;;Bottani;Chiara;Frau;chiara.bottani@iuffp.swiss;i;;ja;CHSBT;8023;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;nein;BFK;nein;;46.0107583, 8.9369343
iuhm;Uni Lausanne - Humanités en Médecine;Bibliothèque de l'Institut des Humanités en Médecine;Avenue de Provence ;82;;1007;Lausanne;ch;bihm@chuv.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;ja;;;;;;;;;;;;;;;;
iumsp;CHUV - Médecine sociale et préventive (IUMSP), Lausanne; Institut universitaire de médecine sociale et préventive (IUMSP);Route de la Corniche ;10;;1010;Lausanne;ch;uddsp.iumsp@chuv.ch;Rege;Myriam;Frau;Myriam.Rege@chuv.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;nein;BFK;nein;;
joux;Médiathèque de la Vallée de Joux, Le Sentier;Etablissement scolaire de la Vallée de Joux, Médiathèque;Rue des Ecoles ;2;;1347;Le Sentier;ch;mediathequelavallee@vd.ch;Cloux;Lea;Frau;lea.cloux@vd.ch;f;U6603;nein;;;direkt;BfS-Zahlen;nein;167;333;333;;ja;;;;;;;;;;;;ja;;nein;;
KAB;Kantonsarchäologie Aargau, Brugg;Kantonsarchäologie Aargau, Brugg;Industriestrasse ;3;;5200;Brugg;ch;archaeologie@ag.ch;;;;;g;;ja;CHAKB;8095;Über Institution;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;;;47.1230388, 7.2743877
KBG;Kantonsbibliothek Graubünden, Chur;Kantonsbibliothek Graubünden (KBG);Karlihofplatz;;;7001;Chur;ch;info@kbg.gr.ch;;;;;g;U4019;ja;CHKBG;8094;Über Institution;BfS-Zahlen;ja;1102;2203;2203;;ja;;;;;;;;;;;;ja;;;;46.853258, 9.5300271
KBM;Klosterbibliothek St. Johann, Müstair;Klosterbibliothek St. Johann;;;;7537;Müstair;ch;kloster@muestair.ch;;;;;g;;ja;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;;;
KBS;Kantonsbibliothek Thurgau, Frauenfeld;Kantonsbibliothek Thurgau;Promenadenstrasse;12;;8510;Frauenfeld;ch;kantonsbibliothek@tg.ch;Schlüssel;Rachel;Frau;Rachel.Schluessel@TG.CH;g;U4023;nein;;;Über Institution;recherchierte BfS-Zahlen;ja;1507;3014;3014;;ja;;;;;;;;;;;;;;;;
KBTG999;KB Thurgau - Bibliothek fehlt;Kantonsbibliothek Thurgau;;;;;;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;ja;;;;;;;;;;;;;;;;
